"","priceType","area","yyyymm","day","deposit","price","floor","build","aptType","yyyy","mm","si"
"13470","월세",84.2865,201610,"14",2000,90,14,"2003","아파트","2016","10","고양일산서구"
"1194778","전세",59.76,201911,"7",23500,0,2,"1994","아파트","2019","11","부천시"
"269350","전세",25,201610,"4",5000,0,1,"2010","단독다가구","2016","10","안산상록구"
"1042572","전세",55,201808,"19",9000,0,1,"2015","단독다가구","2018","08","평택시"
"274757","전세",56.97,201605,"12",8000,0,1,"1983","단독다가구","2016","05","안양동안구"
"1459195","전세",54.36,201904,"11",19000,0,3,"2002","연립다세대","2019","04","광명시"
"143178","전세",84.9,201604,"6",27000,0,5,"2012","아파트","2016","04","용인기흥구"
"422276","전세",84.95,201701,"4",13000,0,4,"1998","아파트","2017","01","남양주시"
"833484","전세",73.08,201804,"28",13000,0,1,"1985","아파트","2018","04","수원영통구"
"885060","월세",59.972,201807,"23",2000,65,12,"1997","아파트","2018","07","용인기흥구"
"620362","전세",38,201703,"27",3000,0,1,"1993","단독다가구","2017","03","수원장안구"
"1467650","월세",50.02,201903,"31",1500,50,4,"2002","연립다세대","2019","03","부천시"
"926579","월세",32.004,201807,"19",1000,55,9,"2005","아파트","2018","07","하남시"
"344356","월세",17.6,201605,"24",300,27,2,"2008","연립다세대","2016","05","오산시"
"212968","월세",56.2,201608,"25",9000,38,1,"2015","단독다가구","2016","08","광주시"
"358172","월세",22.04,201608,"24",500,50,5,"2015","오피스텔","2016","08","군포시"
"1492802","전세",75.623,201906,"10",22000,0,1,"2018","연립다세대","2019","06","용인수지구"
"504423","전세",118.484,201708,"5",34000,0,19,"2002","아파트","2017","08","용인기흥구"
"561493","전세",25,201710,"18",4000,0,1,"1998","단독다가구","2017","10","고양덕양구"
"65004","월세",51.57,201605,"16",3000,40,4,"1989","아파트","2016","05","부천시"
"145177","전세",84.85,201604,"16",36000,0,15,"2013","아파트","2016","04","용인기흥구"
"738366","월세",125.291,201803,"1",5000,120,15,"2009","아파트","2018","03","고양덕양구"
"210906","전세",35,201608,"11",12000,0,1,"2014","단독다가구","2016","08","광주시"
"165088","전세",59.92,201606,"15",21000,0,6,"2003","아파트","2016","06","의정부시"
"1035469","월세",40,201804,"7",500,30,1,"1992","단독다가구","2018","04","의정부시"
"53898","월세",59.99,201606,"19",2000,47,14,"1999","아파트","2016","06","남양주시"
"416575","전세",69.9058,201712,"1",21500,0,21,"2012","아파트","2017","12","김포시"
"1190421","전세",84.9947,201903,"29",19000,0,16,"2015","아파트","2019","03","남양주시"
"335371","월세",37.53,201609,"13",2000,30,1,"1988","연립다세대","2016","09","안산단원구"
"259441","전세",40,201612,"7",7500,0,1,"2011","단독다가구","2016","12","수원장안구"
"1509950","전세",20.1,201909,"19",10000,0,8,"2019","오피스텔","2019","09","군포시"
"1388200","전세",34.45,201906,"7",9000,0,1,"1974","단독다가구","2019","06","성남수정구"
"695524","월세",59.63,201712,"1",300,30,-1,"2003","연립다세대","2017","12","시흥시"
"627204","전세",136.5,201705,"3",7500,0,1,"2002","단독다가구","2017","05","안산단원구"
"676650","월세",76.63,201709,"20",7500,35,1,"2002","연립다세대","2017","09","광주시"
"868767","전세",47.58,201807,"11",9000,0,3,"1984","아파트","2018","07","안양만안구"
"363180","월세",75.49,201609,"26",20000,100,20,"2005","오피스텔","2016","09","성남분당구"
"1472847","전세",84.93,201909,"2",31000,0,1,"1994","연립다세대","2019","09","성남분당구"
"510552","전세",136.015,201704,"7",40000,0,9,"2000","아파트","2017","04","용인수지구"
"1039227","월세",59,201802,"19",3000,55,1,"2018","단독다가구","2018","02","파주시"
"620670","전세",98.78,201709,"15",17000,0,1,"2013","단독다가구","2017","09","수원장안구"
"521659","전세",84.72,201702,"9",44000,0,9,"2011","아파트","2017","02","의왕시"
"1216621","전세",59.83,201906,"11",40000,0,12,"2017","아파트","2019","06","성남수정구"
"508675","월세",129.99,201703,"21",10000,110,3,"2013","아파트","2017","03","용인기흥구"
"229648","월세",79.6,201611,"4",16000,40,1,"2008","단독다가구","2016","11","부천시"
"825698","전세",119.17,201808,"13",42000,0,3,"2013","아파트","2018","08","성남중원구"
"1033955","전세",55,201802,"23",7500,0,1,"2012","단독다가구","2018","02","용인처인구"
"804538","월세",59.6,201811,"14",6415,15,8,"2016","아파트","2018","11","부천시"
"1469692","월세",22.99,201908,"28",300,39,3,"2001","연립다세대","2019","08","부천시"
"592551","전세",97.92,201710,"25",14000,0,1,"1996","단독다가구","2017","10","부천시"
"53076","전세",84.97,201603,"12",15000,0,1,"2006","아파트","2016","03","남양주시"
"616858","월세",18,201703,"25",1000,30,1,"2015","단독다가구","2017","03","수원영통구"
"949583","전세",111,201806,"11",9000,0,1,"2001","단독다가구","2018","06","고양덕양구"
"846959","전세",59.96,201803,"3",15000,0,6,"1997","아파트","2018","03","시흥시"
"1131263","월세",46.9,201907,"15",3448,29,8,"2008","아파트","2019","07","고양덕양구"
"1058652","전세",53.6,201802,"14",14000,0,1,"2001","연립다세대","2018","02","광명시"
"968097","전세",26.4,201811,"28",9500,0,1,"2014","단독다가구","2018","11","남양주시"
"252069","전세",40,201606,"11",5500,0,1,"2005","단독다가구","2016","06","수원권선구"
"1514247","월세",115.25,201911,"6",5000,130,18,"2007","오피스텔","2019","11","부천시"
"315179","전세",66.29,201611,"21",20000,0,3,"2012","연립다세대","2016","11","광주시"
"863636","월세",80.374,201810,"29",30000,80,15,"2002","아파트","2018","10","안양동안구"
"583338","전세",66,201702,"6",14500,0,1,"2013","단독다가구","2017","02","남양주시"
"1399397","월세",83,201910,"1",4000,60,1,"2006","단독다가구","2019","10","수원권선구"
"503438","전세",84.935,201711,"24",26000,0,4,"2007","아파트","2017","11","용인기흥구"
"1520346","전세",30.98,201907,"13",9500,0,9,"2005","오피스텔","2019","07","수원권선구"
"581721","월세",45,201702,"13",1000,53,1,"2016","단독다가구","2017","02","김포시"
"158920","전세",101.55,201611,"25",42000,0,10,"2009","아파트","2016","11","의왕시"
"779828","월세",134.95,201805,"30",2000,75,1,"2000","아파트","2018","05","김포시"
"1084989","월세",35.96,201805,"3",8500,13,1,"1988","연립다세대","2018","05","안양동안구"
"1465584","전세",18.78,201909,"18",5000,0,3,"2017","연립다세대","2019","09","남양주시"
"756918","전세",141.32,201811,"24",50000,0,23,"2011","아파트","2018","11","광명시"
"472644","월세",59.985,201707,"25",1500,20,10,"2002","아파트","2017","07","시흥시"
"1428362","전세",43,201910,"8",12000,0,1,"2015","단독다가구","2019","10","용인기흥구"
"337348","월세",28.64,201606,"25",200,31,3,"2001","연립다세대","2016","06","안산상록구"
"591565","월세",67.8,201705,"2",4000,35,1,"1984","단독다가구","2017","05","부천시"
"1409821","월세",26,201903,"20",200,29,1,"2003","단독다가구","2019","03","시흥시"
"277809","전세",91.07,201606,"14",20000,0,1,"1978","단독다가구","2016","06","안양만안구"
"462023","전세",59.775,201703,"1",18000,0,13,"1998","아파트","2017","03","수원권선구"
"874512","월세",84.95,201812,"19",6447,29,15,"2014","아파트","2018","12","양주시"
"104262","전세",59.76,201605,"19",20000,0,13,"1999","아파트","2016","05","수원팔달구"
"589683","전세",33,201703,"17",1800,0,1,"1988","단독다가구","2017","03","부천시"
"57661","월세",59.99,201605,"28",2000,60,9,"1999","아파트","2016","05","남양주시"
"1261200","전세",41.85,201907,"2",15000,0,12,"1993","아파트","2019","07","안양동안구"
"189776","월세",84.899,201604,"19",18000,30,7,"2007","아파트","2016","04","화성시"
"515782","전세",116.64,201701,"9",31000,0,17,"1995","아파트","2017","01","용인수지구"
"177952","월세",84.975,201611,"6",2000,85,14,"2016","아파트","2016","11","평택시"
"1177708","전세",119.4557,201902,"23",32000,0,3,"2005","아파트","2019","02","남양주시"
"691613","월세",60.48,201712,"2",300,40,1,"1994","연립다세대","2017","12","수원권선구"
"1360777","월세",47.88,201905,"20",3000,30,1,"1995","단독다가구","2019","05","광명시"
"101370","월세",59.9505,201610,"21",15000,40,3,"2010","아파트","2016","10","수원장안구"
"1456598","월세",54.73,201910,"27",3000,60,2,"2018","연립다세대","2019","10","고양덕양구"
"1002914","전세",50.54,201810,"9",6500,0,1,"1992","단독다가구","2018","10","수원장안구"
"492894","전세",84.87,201711,"28",24000,0,25,"1999","아파트","2017","11","안양만안구"
"319052","전세",42.12,201604,"1",5500,0,4,"1991","연립다세대","2016","04","남양주시"
"527831","월세",29.59,201710,"30",4673,6,5,"2017","아파트","2017","10","의정부시"
"603525","월세",50,201703,"25",500,60,1,"1994","단독다가구","2017","03","성남수정구"
"972054","월세",23,201810,"18",1000,20,1,"1990","단독다가구","2018","10","부천시"
"1066247","월세",66.19,201805,"21",1000,50,2,"2007","연립다세대","2018","05","동두천시"
"1231968","월세",36.87,201909,"2",2617,18,2,"2011","아파트","2019","09","수원영통구"
"1018143","전세",74.07,201803,"22",9000,0,1,"2015","단독다가구","2018","03","안성시"
"784972","월세",97.6738,201808,"27",6000,100,14,"2018","아파트","2018","08","남양주시"
"145541","전세",84.54,201604,"27",29000,0,13,"2006","아파트","2016","04","용인기흥구"
"422868","전세",58.14,201702,"9",19500,0,10,"1996","아파트","2017","02","남양주시"
"342681","전세",38.34,201603,"26",9000,0,1,"1991","연립다세대","2016","03","안양만안구"
"1091337","전세",37.8,201805,"8",15000,0,2,"2016","연립다세대","2018","05","의왕시"
"701852","전세",50.04,201707,"15",24000,0,4,"2017","연립다세대","2017","07","안양동안구"
"1031529","전세",25,201802,"18",8000,0,1,"2010","단독다가구","2018","02","용인수지구"
"731865","월세",84.85,201704,"1",9000,60,4,"2016","오피스텔","2017","04","용인수지구"
"765690","월세",84.99,201801,"8",2000,55,7,"2000","아파트","2018","01","광주시"
"33757","전세",59.784,201602,"28",31000,0,9,"2001","아파트","2016","02","구리시"
"754691","전세",50.28,201810,"26",13000,0,9,"1995","아파트","2018","10","고양일산서구"
"147689","월세",84.982,201611,"26",33500,43,13,"2011","아파트","2016","11","용인수지구"
"1307235","전세",59.445,201909,"16",13000,0,7,"1996","아파트","2019","09","의정부시"
"1053688","전세",40,201808,"25",7000,0,1,"null","단독다가구","2018","08","화성시"
"1285153","월세",84.91,201912,"10",3000,100,21,"2013","아파트","2019","12","용인기흥구"
"376061","월세",26.49,201712,"14",1426,15,13,"2013","아파트","2017","12","고양덕양구"
"1467416","월세",37.75,201904,"17",1000,30,5,"2001","연립다세대","2019","04","부천시"
"75300","월세",38.07,201611,"17",2000,60,10,"1995","아파트","2016","11","성남분당구"
"1372360","전세",50,201912,"28",8000,0,1,"2017","단독다가구","2019","12","김포시"
"529184","월세",84.8471,201708,"16",2000,60,1,"2017","아파트","2017","08","이천시"
"1494344","월세",54.46,201904,"26",7000,11,1,"1998","연립다세대","2019","04","용인처인구"
"99524","전세",84.583,201605,"25",35000,0,4,"2011","아파트","2016","05","수원영통구"
"820077","전세",166.38,201810,"3",90000,0,6,"2004","아파트","2018","10","성남분당구"
"1263386","전세",84.979,201904,"27",36000,0,6,"2010","아파트","2019","04","안양만안구"
"1126266","전세",84.921,201911,"18",22000,0,4,"2008","아파트","2019","11","고양덕양구"
"1502440","전세",75.94,201905,"15",26000,0,24,"2019","오피스텔","2019","05","고양덕양구"
"936149","전세",84.68,201808,"15",34000,0,4,"2007","아파트","2018","08","화성시"
"836855","월세",84.247,201804,"14",6000,150,1,"2011","아파트","2018","04","수원영통구"
"1492463","전세",63.12,201906,"12",14000,0,2,"2016","연립다세대","2019","06","용인기흥구"
"638292","전세",34,201708,"28",5000,0,1,"2015","단독다가구","2017","08","안양만안구"
"966060","월세",27,201805,"31",300,30,1,"2008","단독다가구","2018","05","김포시"
"655237","월세",76.44,201702,"25",1000,45,1,"1992","단독다가구","2017","02","이천시"
"1207155","월세",134.87,201911,"30",38000,110,5,"1991","아파트","2019","11","성남분당구"
"868777","월세",77.29,201803,"5",1000,50,5,"1978","아파트","2018","03","안양만안구"
"1352339","월세",36.99,201912,"19",1363,11,6,"2009","아파트","2019","12","화성시"
"591924","월세",25,201703,"30",500,25,1,"1982","단독다가구","2017","03","부천시"
"1368586","월세",45,201904,"16",1000,30,1,"1990","단독다가구","2019","04","군포시"
"141203","전세",84.817,201609,"28",28000,0,9,"2003","아파트","2016","09","용인기흥구"
"917094","전세",84.46,201807,"19",15000,0,15,"2001","아파트","2018","07","파주시"
"1126693","전세",84.98,201901,"21",31000,0,6,"2014","아파트","2019","01","고양덕양구"
"908610","전세",59.4,201809,"22",11000,0,7,"1994","아파트","2018","09","이천시"
"20939","전세",54.48,201612,"24",45000,0,3,"1982","아파트","2016","12","과천시"
"1515240","전세",36.54,201909,"25",18000,0,7,"2003","오피스텔","2019","09","성남분당구"
"421513","전세",59.957,201705,"27",13000,0,4,"2005","아파트","2017","05","남양주시"
"508815","월세",84.85,201712,"1",20000,40,5,"2013","아파트","2017","12","용인기흥구"
"595369","전세",50,201702,"4",14000,0,1,"2002","단독다가구","2017","02","성남분당구"
"1485600","전세",65.325,201903,"11",11000,0,5,"2011","연립다세대","2019","03","안산상록구"
"597763","월세",24,201708,"12",2500,35,1,"2003","단독다가구","2017","08","성남수정구"
"1205293","전세",57.28,201901,"24",33000,0,11,"1994","아파트","2019","01","성남분당구"
"1232391","전세",84.12,201904,"13",19500,0,3,"2003","아파트","2019","04","수원장안구"
"190653","전세",51.72,201605,"10",18500,0,13,"2004","아파트","2016","05","화성시"
"81433","전세",41.85,201603,"5",15500,0,1,"1993","아파트","2016","03","성남분당구"
"1099105","월세",41.27,201805,"26",1000,80,17,"2018","오피스텔","2018","05","고양덕양구"
"150201","전세",161.519,201602,"15",40000,0,1,"2001","아파트","2016","02","용인수지구"
"1292574","전세",120.1587,201911,"4",38000,0,8,"2004","아파트","2019","11","용인수지구"
"485994","월세",84.918,201703,"1",5000,110,9,"2003","아파트","2017","03","안양동안구"
"421807","월세",59.86,201710,"30",2250,50,16,"2002","아파트","2017","10","남양주시"
"1346921","월세",74.87,201910,"5",8000,61,13,"2018","아파트","2019","10","화성시"
"85737","전세",84.78,201608,"6",48000,0,11,"1994","아파트","2016","08","성남분당구"
"92872","월세",84.99,201602,"26",10000,80,14,"2003","아파트","2016","02","성남중원구"
"261834","월세",45.87,201607,"6",1500,40,1,"1990","단독다가구","2016","07","수원팔달구"
"1231817","전세",111.08,201911,"30",50000,0,22,"2011","아파트","2019","11","수원영통구"
"1230558","전세",84.92,201905,"2",50000,0,7,"2015","아파트","2019","05","수원영통구"
"671041","전세",22,201702,"4",4500,0,1,"2008","단독다가구","2017","02","화성시"
"858988","전세",84.9727,201809,"15",15000,0,9,"2018","아파트","2018","09","안성시"
"1111356","전세",24.4,201802,"24",15000,0,5,"2018","오피스텔","2018","02","성남중원구"
"1426777","전세",50,201901,"28",11000,0,1,"2015","단독다가구","2019","01","오산시"
"1343789","월세",46.96,201912,"6",1982,17,1,"2007","아파트","2019","12","화성시"
"809359","전세",49.67,201803,"17",20000,0,21,"1995","아파트","2018","03","성남분당구"
"488232","전세",84.96,201706,"7",39000,0,15,"2001","아파트","2017","06","안양동안구"
"1032196","월세",28,201803,"5",2000,30,1,"null","단독다가구","2018","03","용인수지구"
"717579","월세",35.15,201710,"21",500,54,4,"2004","오피스텔","2017","10","고양일산동구"
"239759","전세",99.17,201611,"30",19000,0,1,"2015","단독다가구","2016","11","성남수정구"
"338244","전세",20.28,201601,"13",3500,0,3,"2013","연립다세대","2016","01","안산상록구"
